"Bank of Canada, money market and other interest rates 1"
"Frequency: Daily"
"Table: 10-10-0139-01 (formerly CANSIM 176-0048)"
"Release date: 2025-12-01"
"Geography: Canada"
""
""

,"Financial market statistics","Target rate"
"Geography","Reference period"
,,"Percent"
,"November 26, 2014","1.0000"
,"November 27, 2014","1.0000"
,"November 28, 2014","1.0000"
,"November 29, 2014",".."
,"November 30, 2014",".."
,"December 1, 2014","1.0000"
,"December 2, 2014","1.0000"
,"December 3, 2014","1.0000"
,"December 4, 2014","1.0000"
,"December 5, 2014","1.0000"
,"December 6, 2014",".."
,"December 7, 2014",".."
,"December 8, 2014","1.0000"
,"December 9, 2014","1.0000"
,"December 10, 2014","1.0000"
,"December 11, 2014","1.0000"
,"December 12, 2014","1.0000"
,"December 13, 2014",".."
,"December 14, 2014",".."
,"December 15, 2014","1.0000"
,"December 16, 2014","1.0000"
,"December 17, 2014","1.0000"
,"December 18, 2014","1.0000"
,"December 19, 2014","1.0000"
,"December 20, 2014",".."
,"December 21, 2014",".."
,"December 22, 2014","1.0000"
,"December 23, 2014","1.0000"
,"December 24, 2014","1.0000"
,"December 25, 2014","1.0000"
,"December 26, 2014","1.0000"
,"December 27, 2014",".."
,"December 28, 2014",".."
,"December 29, 2014","1.0000"
,"December 30, 2014","1.0000"
,"December 31, 2014","1.0000"
,"January 1, 2015","1.0000"
,"January 2, 2015","1.0000"
,"January 3, 2015",".."
,"January 4, 2015",".."
,"January 5, 2015","1.0000"
,"January 6, 2015","1.0000"
,"January 7, 2015","1.0000"
,"January 8, 2015","1.0000"
,"January 9, 2015","1.0000"
,"January 10, 2015",".."
,"January 11, 2015",".."
,"January 12, 2015","1.0000"
,"January 13, 2015","1.0000"
,"January 14, 2015","1.0000"
,"January 15, 2015","1.0000"
,"January 16, 2015","1.0000"
,"January 17, 2015",".."
,"January 18, 2015",".."
,"January 19, 2015","1.0000"
,"January 20, 2015","1.0000"
,"January 21, 2015","0.7500"
,"January 22, 2015","0.7500"
,"January 23, 2015","0.7500"
,"January 24, 2015",".."
,"January 25, 2015",".."
,"January 26, 2015","0.7500"
,"January 27, 2015","0.7500"
,"January 28, 2015","0.7500"
,"January 29, 2015","0.7500"
,"January 30, 2015","0.7500"
,"January 31, 2015",".."
,"February 1, 2015",".."
,"February 2, 2015","0.7500"
,"February 3, 2015","0.7500"
,"February 4, 2015","0.7500"
,"February 5, 2015","0.7500"
,"February 6, 2015","0.7500"
,"February 7, 2015",".."
,"February 8, 2015",".."
,"February 9, 2015","0.7500"
,"February 10, 2015","0.7500"
,"February 11, 2015","0.7500"
,"February 12, 2015","0.7500"
,"February 13, 2015","0.7500"
,"February 14, 2015",".."
,"February 15, 2015",".."
,"February 16, 2015","0.7500"
,"February 17, 2015","0.7500"
,"February 18, 2015","0.7500"
,"February 19, 2015","0.7500"
,"February 20, 2015","0.7500"
,"February 21, 2015",".."
,"February 22, 2015",".."
,"February 23, 2015","0.7500"
,"February 24, 2015","0.7500"
,"February 25, 2015","0.7500"
,"February 26, 2015","0.7500"
,"February 27, 2015","0.7500"
,"February 28, 2015",".."
,"March 1, 2015",".."
,"March 2, 2015","0.7500"
,"March 3, 2015","0.7500"
,"March 4, 2015","0.7500"
,"March 5, 2015","0.7500"
,"March 6, 2015","0.7500"
,"March 7, 2015",".."
,"March 8, 2015",".."
,"March 9, 2015","0.7500"
,"March 10, 2015","0.7500"
,"March 11, 2015","0.7500"
,"March 12, 2015","0.7500"
,"March 13, 2015","0.7500"
,"March 14, 2015",".."
,"March 15, 2015",".."
,"March 16, 2015","0.7500"
,"March 17, 2015","0.7500"
,"March 18, 2015","0.7500"
,"March 19, 2015","0.7500"
,"March 20, 2015","0.7500"
,"March 21, 2015",".."
,"March 22, 2015",".."
,"March 23, 2015","0.7500"
,"March 24, 2015","0.7500"
,"March 25, 2015","0.7500"
,"March 26, 2015","0.7500"
,"March 27, 2015","0.7500"
,"March 28, 2015",".."
,"March 29, 2015",".."
,"March 30, 2015","0.7500"
,"March 31, 2015","0.7500"
,"April 1, 2015","0.7500"
,"April 2, 2015","0.7500"
,"April 3, 2015","0.7500"
,"April 4, 2015",".."
,"April 5, 2015",".."
,"April 6, 2015","0.7500"
,"April 7, 2015","0.7500"
,"April 8, 2015","0.7500"
,"April 9, 2015","0.7500"
,"April 10, 2015","0.7500"
,"April 11, 2015",".."
,"April 12, 2015",".."
,"April 13, 2015","0.7500"
,"April 14, 2015","0.7500"
,"April 15, 2015","0.7500"
,"April 16, 2015","0.7500"
,"April 17, 2015","0.7500"
,"April 18, 2015",".."
,"April 19, 2015",".."
,"April 20, 2015","0.7500"
,"April 21, 2015","0.7500"
,"April 22, 2015","0.7500"
,"April 23, 2015","0.7500"
,"April 24, 2015","0.7500"
,"April 25, 2015",".."
,"April 26, 2015",".."
,"April 27, 2015","0.7500"
,"April 28, 2015","0.7500"
,"April 29, 2015","0.7500"
,"April 30, 2015","0.7500"
,"May 1, 2015","0.7500"
,"May 2, 2015",".."
,"May 3, 2015",".."
,"May 4, 2015","0.7500"
,"May 5, 2015","0.7500"
,"May 6, 2015","0.7500"
,"May 7, 2015","0.7500"
,"May 8, 2015","0.7500"
,"May 9, 2015",".."
,"May 10, 2015",".."
,"May 11, 2015","0.7500"
,"May 12, 2015","0.7500"
,"May 13, 2015","0.7500"
,"May 14, 2015","0.7500"
,"May 15, 2015","0.7500"
,"May 16, 2015",".."
,"May 17, 2015",".."
,"May 18, 2015","0.7500"
,"May 19, 2015","0.7500"
,"May 20, 2015","0.7500"
,"May 21, 2015","0.7500"
,"May 22, 2015","0.7500"
,"May 23, 2015",".."
,"May 24, 2015",".."
,"May 25, 2015","0.7500"
,"May 26, 2015","0.7500"
,"May 27, 2015","0.7500"
,"May 28, 2015","0.7500"
,"May 29, 2015","0.7500"
,"May 30, 2015",".."
,"May 31, 2015",".."
,"June 1, 2015","0.7500"
,"June 2, 2015","0.7500"
,"June 3, 2015","0.7500"
,"June 4, 2015","0.7500"
,"June 5, 2015","0.7500"
,"June 6, 2015",".."
,"June 7, 2015",".."
,"June 8, 2015","0.7500"
,"June 9, 2015","0.7500"
,"June 10, 2015","0.7500"
,"June 11, 2015","0.7500"
,"June 12, 2015","0.7500"
,"June 13, 2015",".."
,"June 14, 2015",".."
,"June 15, 2015","0.7500"
,"June 16, 2015","0.7500"
,"June 17, 2015","0.7500"
,"June 18, 2015","0.7500"
,"June 19, 2015","0.7500"
,"June 20, 2015",".."
,"June 21, 2015",".."
,"June 22, 2015","0.7500"
,"June 23, 2015","0.7500"
,"June 24, 2015","0.7500"
,"June 25, 2015","0.7500"
,"June 26, 2015","0.7500"
,"June 27, 2015",".."
,"June 28, 2015",".."
,"June 29, 2015","0.7500"
,"June 30, 2015","0.7500"
,"July 1, 2015","0.7500"
,"July 2, 2015","0.7500"
,"July 3, 2015","0.7500"
,"July 4, 2015",".."
,"July 5, 2015",".."
,"July 6, 2015","0.7500"
,"July 7, 2015","0.7500"
,"July 8, 2015","0.7500"
,"July 9, 2015","0.7500"
,"July 10, 2015","0.7500"
,"July 11, 2015",".."
,"July 12, 2015",".."
,"July 13, 2015","0.7500"
,"July 14, 2015","0.7500"
,"July 15, 2015","0.5000"
,"July 16, 2015","0.5000"
,"July 17, 2015","0.5000"
,"July 18, 2015",".."
,"July 19, 2015",".."
,"July 20, 2015","0.5000"
,"July 21, 2015","0.5000"
,"July 22, 2015","0.5000"
,"July 23, 2015","0.5000"
,"July 24, 2015","0.5000"
,"July 25, 2015",".."
,"July 26, 2015",".."
,"July 27, 2015","0.5000"
,"July 28, 2015","0.5000"
,"July 29, 2015","0.5000"
,"July 30, 2015","0.5000"
,"July 31, 2015","0.5000"
,"August 1, 2015",".."
,"August 2, 2015",".."
,"August 3, 2015","0.5000"
,"August 4, 2015","0.5000"
,"August 5, 2015","0.5000"
,"August 6, 2015","0.5000"
,"August 7, 2015","0.5000"
,"August 8, 2015",".."
,"August 9, 2015",".."
,"August 10, 2015","0.5000"
,"August 11, 2015","0.5000"
,"August 12, 2015","0.5000"
,"August 13, 2015","0.5000"
,"August 14, 2015","0.5000"
,"August 15, 2015",".."
,"August 16, 2015",".."
,"August 17, 2015","0.5000"
,"August 18, 2015","0.5000"
,"August 19, 2015","0.5000"
,"August 20, 2015","0.5000"
,"August 21, 2015","0.5000"
,"August 22, 2015",".."
,"August 23, 2015",".."
,"August 24, 2015","0.5000"
,"August 25, 2015","0.5000"
,"August 26, 2015","0.5000"
,"August 27, 2015","0.5000"
,"August 28, 2015","0.5000"
,"August 29, 2015",".."
,"August 30, 2015",".."
,"August 31, 2015","0.5000"
,"September 1, 2015","0.5000"
,"September 2, 2015","0.5000"
,"September 3, 2015","0.5000"
,"September 4, 2015","0.5000"
,"September 5, 2015",".."
,"September 6, 2015",".."
,"September 7, 2015","0.5000"
,"September 8, 2015","0.5000"
,"September 9, 2015","0.5000"
,"September 10, 2015","0.5000"
,"September 11, 2015","0.5000"
,"September 12, 2015",".."
,"September 13, 2015",".."
,"September 14, 2015","0.5000"
,"September 15, 2015","0.5000"
,"September 16, 2015","0.5000"
,"September 17, 2015","0.5000"
,"September 18, 2015","0.5000"
,"September 19, 2015",".."
,"September 20, 2015",".."
,"September 21, 2015","0.5000"
,"September 22, 2015","0.5000"
,"September 23, 2015","0.5000"
,"September 24, 2015","0.5000"
,"September 25, 2015","0.5000"
,"September 26, 2015",".."
,"September 27, 2015",".."
,"September 28, 2015","0.5000"
,"September 29, 2015","0.5000"
,"September 30, 2015","0.5000"
,"October 1, 2015","0.5000"
,"October 2, 2015","0.5000"
,"October 3, 2015",".."
,"October 4, 2015",".."
,"October 5, 2015","0.5000"
,"October 6, 2015","0.5000"
,"October 7, 2015","0.5000"
,"October 8, 2015","0.5000"
,"October 9, 2015","0.5000"
,"October 10, 2015",".."
,"October 11, 2015",".."
,"October 12, 2015","0.5000"
,"October 13, 2015","0.5000"
,"October 14, 2015","0.5000"
,"October 15, 2015","0.5000"
,"October 16, 2015","0.5000"
,"October 17, 2015",".."
,"October 18, 2015",".."
,"October 19, 2015","0.5000"
,"October 20, 2015","0.5000"
,"October 21, 2015","0.5000"
,"October 22, 2015","0.5000"
,"October 23, 2015","0.5000"
,"October 24, 2015",".."
,"October 25, 2015",".."
,"October 26, 2015","0.5000"
,"October 27, 2015","0.5000"
,"October 28, 2015","0.5000"
,"October 29, 2015","0.5000"
,"October 30, 2015","0.5000"
,"October 31, 2015",".."
,"November 1, 2015",".."
,"November 2, 2015","0.5000"
,"November 3, 2015","0.5000"
,"November 4, 2015","0.5000"
,"November 5, 2015","0.5000"
,"November 6, 2015","0.5000"
,"November 7, 2015",".."
,"November 8, 2015",".."
,"November 9, 2015","0.5000"
,"November 10, 2015","0.5000"
,"November 11, 2015","0.5000"
,"November 12, 2015","0.5000"
,"November 13, 2015","0.5000"
,"November 14, 2015",".."
,"November 15, 2015",".."
,"November 16, 2015","0.5000"
,"November 17, 2015","0.5000"
,"November 18, 2015","0.5000"
,"November 19, 2015","0.5000"
,"November 20, 2015","0.5000"
,"November 21, 2015",".."
,"November 22, 2015",".."
,"November 23, 2015","0.5000"
,"November 24, 2015","0.5000"
,"November 25, 2015","0.5000"
,"November 26, 2015","0.5000"
,"November 27, 2015","0.5000"
,"November 28, 2015",".."
,"November 29, 2015",".."
,"November 30, 2015","0.5000"
,"December 1, 2015","0.5000"
,"December 2, 2015","0.5000"
,"December 3, 2015","0.5000"
,"December 4, 2015","0.5000"
,"December 5, 2015",".."
,"December 6, 2015",".."
,"December 7, 2015","0.5000"
,"December 8, 2015","0.5000"
,"December 9, 2015","0.5000"
,"December 10, 2015","0.5000"
,"December 11, 2015","0.5000"
,"December 12, 2015",".."
,"December 13, 2015",".."
,"December 14, 2015","0.5000"
,"December 15, 2015","0.5000"
,"December 16, 2015","0.5000"
,"December 17, 2015","0.5000"
,"December 18, 2015","0.5000"
,"December 19, 2015",".."
,"December 20, 2015",".."
,"December 21, 2015","0.5000"
,"December 22, 2015","0.5000"
,"December 23, 2015","0.5000"
,"December 24, 2015","0.5000"
,"December 25, 2015","0.5000"
,"December 26, 2015",".."
,"December 27, 2015",".."
,"December 28, 2015","0.5000"
,"December 29, 2015","0.5000"
,"December 30, 2015","0.5000"
,"December 31, 2015","0.5000"
,"January 1, 2016","0.5000"
,"January 2, 2016",".."
,"January 3, 2016",".."
,"January 4, 2016","0.5000"
,"January 5, 2016","0.5000"
,"January 6, 2016","0.5000"
,"January 7, 2016","0.5000"
,"January 8, 2016","0.5000"
,"January 9, 2016",".."
,"January 10, 2016",".."
,"January 11, 2016","0.5000"
,"January 12, 2016","0.5000"
,"January 13, 2016","0.5000"
,"January 14, 2016","0.5000"
,"January 15, 2016","0.5000"
,"January 16, 2016",".."
,"January 17, 2016",".."
,"January 18, 2016","0.5000"
,"January 19, 2016","0.5000"
,"January 20, 2016","0.5000"
,"January 21, 2016","0.5000"
,"January 22, 2016","0.5000"
,"January 23, 2016",".."
,"January 24, 2016",".."
,"January 25, 2016","0.5000"
,"January 26, 2016","0.5000"
,"January 27, 2016","0.5000"
,"January 28, 2016","0.5000"
,"January 29, 2016","0.5000"
,"January 30, 2016",".."
,"January 31, 2016",".."
,"February 1, 2016","0.5000"
,"February 2, 2016","0.5000"
,"February 3, 2016","0.5000"
,"February 4, 2016","0.5000"
,"February 5, 2016","0.5000"
,"February 6, 2016",".."
,"February 7, 2016",".."
,"February 8, 2016","0.5000"
,"February 9, 2016","0.5000"
,"February 10, 2016","0.5000"
,"February 11, 2016","0.5000"
,"February 12, 2016","0.5000"
,"February 13, 2016",".."
,"February 14, 2016",".."
,"February 15, 2016","0.5000"
,"February 16, 2016","0.5000"
,"February 17, 2016","0.5000"
,"February 18, 2016","0.5000"
,"February 19, 2016","0.5000"
,"February 20, 2016",".."
,"February 21, 2016",".."
,"February 22, 2016","0.5000"
,"February 23, 2016","0.5000"
,"February 24, 2016","0.5000"
,"February 25, 2016","0.5000"
,"February 26, 2016","0.5000"
,"February 27, 2016",".."
,"February 28, 2016",".."
,"February 29, 2016","0.5000"
,"March 1, 2016","0.5000"
,"March 2, 2016","0.5000"
,"March 3, 2016","0.5000"
,"March 4, 2016","0.5000"
,"March 5, 2016",".."
,"March 6, 2016",".."
,"March 7, 2016","0.5000"
,"March 8, 2016","0.5000"
,"March 9, 2016","0.5000"
,"March 10, 2016","0.5000"
,"March 11, 2016","0.5000"
,"March 12, 2016",".."
,"March 13, 2016",".."
,"March 14, 2016","0.5000"
,"March 15, 2016","0.5000"
,"March 16, 2016","0.5000"
,"March 17, 2016","0.5000"
,"March 18, 2016","0.5000"
,"March 19, 2016",".."
,"March 20, 2016",".."
,"March 21, 2016","0.5000"
,"March 22, 2016","0.5000"
,"March 23, 2016","0.5000"
,"March 24, 2016","0.5000"
,"March 25, 2016","0.5000"
,"March 26, 2016",".."
,"March 27, 2016",".."
,"March 28, 2016","0.5000"
,"March 29, 2016","0.5000"
,"March 30, 2016","0.5000"
,"March 31, 2016","0.5000"
,"April 1, 2016","0.5000"
,"April 2, 2016",".."
,"April 3, 2016",".."
,"April 4, 2016","0.5000"
,"April 5, 2016","0.5000"
,"April 6, 2016","0.5000"
,"April 7, 2016","0.5000"
,"April 8, 2016","0.5000"
,"April 9, 2016",".."
,"April 10, 2016",".."
,"April 11, 2016","0.5000"
,"April 12, 2016","0.5000"
,"April 13, 2016","0.5000"
,"April 14, 2016","0.5000"
,"April 15, 2016","0.5000"
,"April 16, 2016",".."
,"April 17, 2016",".."
,"April 18, 2016","0.5000"
,"April 19, 2016","0.5000"
,"April 20, 2016","0.5000"
,"April 21, 2016","0.5000"
,"April 22, 2016","0.5000"
,"April 23, 2016",".."
,"April 24, 2016",".."
,"April 25, 2016","0.5000"
,"April 26, 2016","0.5000"
,"April 27, 2016","0.5000"
,"April 28, 2016","0.5000"
,"April 29, 2016","0.5000"
,"April 30, 2016",".."
,"May 1, 2016",".."
,"May 2, 2016","0.5000"
,"May 3, 2016","0.5000"
,"May 4, 2016","0.5000"
,"May 5, 2016","0.5000"
,"May 6, 2016","0.5000"
,"May 7, 2016",".."
,"May 8, 2016",".."
,"May 9, 2016","0.5000"
,"May 10, 2016","0.5000"
,"May 11, 2016","0.5000"
,"May 12, 2016","0.5000"
,"May 13, 2016","0.5000"
,"May 14, 2016",".."
,"May 15, 2016",".."
,"May 16, 2016","0.5000"
,"May 17, 2016","0.5000"
,"May 18, 2016","0.5000"
,"May 19, 2016","0.5000"
,"May 20, 2016","0.5000"
,"May 21, 2016",".."
,"May 22, 2016",".."
,"May 23, 2016","0.5000"
,"May 24, 2016","0.5000"
,"May 25, 2016","0.5000"
,"May 26, 2016","0.5000"
,"May 27, 2016","0.5000"
,"May 28, 2016",".."
,"May 29, 2016",".."
,"May 30, 2016","0.5000"
,"May 31, 2016","0.5000"
,"June 1, 2016","0.5000"
,"June 2, 2016","0.5000"
,"June 3, 2016","0.5000"
,"June 4, 2016",".."
,"June 5, 2016",".."
,"June 6, 2016","0.5000"
,"June 7, 2016","0.5000"
,"June 8, 2016","0.5000"
,"June 9, 2016","0.5000"
,"June 10, 2016","0.5000"
,"June 11, 2016",".."
,"June 12, 2016",".."
,"June 13, 2016","0.5000"
,"June 14, 2016","0.5000"
,"June 15, 2016","0.5000"
,"June 16, 2016","0.5000"
,"June 17, 2016","0.5000"
,"June 18, 2016",".."
,"June 19, 2016",".."
,"June 20, 2016","0.5000"
,"June 21, 2016","0.5000"
,"June 22, 2016","0.5000"
,"June 23, 2016","0.5000"
,"June 24, 2016","0.5000"
,"June 25, 2016",".."
,"June 26, 2016",".."
,"June 27, 2016","0.5000"
,"June 28, 2016","0.5000"
,"June 29, 2016","0.5000"
,"June 30, 2016","0.5000"
,"July 1, 2016","0.5000"
,"July 2, 2016",".."
,"July 3, 2016",".."
,"July 4, 2016","0.5000"
,"July 5, 2016","0.5000"
,"July 6, 2016","0.5000"
,"July 7, 2016","0.5000"
,"July 8, 2016","0.5000"
,"July 9, 2016",".."
,"July 10, 2016",".."
,"July 11, 2016","0.5000"
,"July 12, 2016","0.5000"
,"July 13, 2016","0.5000"
,"July 14, 2016","0.5000"
,"July 15, 2016","0.5000"
,"July 16, 2016",".."
,"July 17, 2016",".."
,"July 18, 2016","0.5000"
,"July 19, 2016","0.5000"
,"July 20, 2016","0.5000"
,"July 21, 2016","0.5000"
,"July 22, 2016","0.5000"
,"July 23, 2016",".."
,"July 24, 2016",".."
,"July 25, 2016","0.5000"
,"July 26, 2016","0.5000"
,"July 27, 2016","0.5000"
,"July 28, 2016","0.5000"
,"July 29, 2016","0.5000"
,"July 30, 2016",".."
,"July 31, 2016",".."
,"August 1, 2016","0.5000"
,"August 2, 2016","0.5000"
,"August 3, 2016","0.5000"
,"August 4, 2016","0.5000"
,"August 5, 2016","0.5000"
,"August 6, 2016",".."
,"August 7, 2016",".."
,"August 8, 2016","0.5000"
,"August 9, 2016","0.5000"
,"August 10, 2016","0.5000"
,"August 11, 2016","0.5000"
,"August 12, 2016","0.5000"
,"August 13, 2016",".."
,"August 14, 2016",".."
,"August 15, 2016","0.5000"
,"August 16, 2016","0.5000"
,"August 17, 2016","0.5000"
,"August 18, 2016","0.5000"
,"August 19, 2016","0.5000"
,"August 20, 2016",".."
,"August 21, 2016",".."
,"August 22, 2016","0.5000"
,"August 23, 2016","0.5000"
,"August 24, 2016","0.5000"
,"August 25, 2016","0.5000"
,"August 26, 2016","0.5000"
,"August 27, 2016",".."
,"August 28, 2016",".."
,"August 29, 2016","0.5000"
,"August 30, 2016","0.5000"
,"August 31, 2016","0.5000"
,"September 1, 2016","0.5000"
,"September 2, 2016","0.5000"
,"September 3, 2016",".."
,"September 4, 2016",".."
,"September 5, 2016","0.5000"
,"September 6, 2016","0.5000"
,"September 7, 2016","0.5000"
,"September 8, 2016","0.5000"
,"September 9, 2016","0.5000"
,"September 10, 2016",".."
,"September 11, 2016",".."
,"September 12, 2016","0.5000"
,"September 13, 2016","0.5000"
,"September 14, 2016","0.5000"
,"September 15, 2016","0.5000"
,"September 16, 2016","0.5000"
,"September 17, 2016",".."
,"September 18, 2016",".."
,"September 19, 2016","0.5000"
,"September 20, 2016","0.5000"
,"September 21, 2016","0.5000"
,"September 22, 2016","0.5000"
,"September 23, 2016","0.5000"
,"September 24, 2016",".."
,"September 25, 2016",".."
,"September 26, 2016","0.5000"
,"September 27, 2016","0.5000"
,"September 28, 2016","0.5000"
,"September 29, 2016","0.5000"
,"September 30, 2016","0.5000"
,"October 1, 2016",".."
,"October 2, 2016",".."
,"October 3, 2016","0.5000"
,"October 4, 2016","0.5000"
,"October 5, 2016","0.5000"
,"October 6, 2016","0.5000"
,"October 7, 2016","0.5000"
,"October 8, 2016",".."
,"October 9, 2016",".."
,"October 10, 2016","0.5000"
,"October 11, 2016","0.5000"
,"October 12, 2016","0.5000"
,"October 13, 2016","0.5000"
,"October 14, 2016","0.5000"
,"October 15, 2016",".."
,"October 16, 2016",".."
,"October 17, 2016","0.5000"
,"October 18, 2016","0.5000"
,"October 19, 2016","0.5000"
,"October 20, 2016","0.5000"
,"October 21, 2016","0.5000"
,"October 22, 2016",".."
,"October 23, 2016",".."
,"October 24, 2016","0.5000"
,"October 25, 2016","0.5000"
,"October 26, 2016","0.5000"
,"October 27, 2016","0.5000"
,"October 28, 2016","0.5000"
,"October 29, 2016",".."
,"October 30, 2016",".."
,"October 31, 2016","0.5000"
,"November 1, 2016","0.5000"
,"November 2, 2016","0.5000"
,"November 3, 2016","0.5000"
,"November 4, 2016","0.5000"
,"November 5, 2016",".."
,"November 6, 2016",".."
,"November 7, 2016","0.5000"
,"November 8, 2016","0.5000"
,"November 9, 2016","0.5000"
,"November 10, 2016","0.5000"
,"November 11, 2016","0.5000"
,"November 12, 2016",".."
,"November 13, 2016",".."
,"November 14, 2016","0.5000"
,"November 15, 2016","0.5000"
,"November 16, 2016","0.5000"
,"November 17, 2016","0.5000"
,"November 18, 2016","0.5000"
,"November 19, 2016",".."
,"November 20, 2016",".."
,"November 21, 2016","0.5000"
,"November 22, 2016","0.5000"
,"November 23, 2016","0.5000"
,"November 24, 2016","0.5000"
,"November 25, 2016","0.5000"
,"November 26, 2016",".."
,"November 27, 2016",".."
,"November 28, 2016","0.5000"
,"November 29, 2016","0.5000"
,"November 30, 2016","0.5000"
,"December 1, 2016","0.5000"
,"December 2, 2016","0.5000"
,"December 3, 2016",".."
,"December 4, 2016",".."
,"December 5, 2016","0.5000"
,"December 6, 2016","0.5000"
,"December 7, 2016","0.5000"
,"December 8, 2016","0.5000"
,"December 9, 2016","0.5000"
,"December 10, 2016",".."
,"December 11, 2016",".."
,"December 12, 2016","0.5000"
,"December 13, 2016","0.5000"
,"December 14, 2016","0.5000"
,"December 15, 2016","0.5000"
,"December 16, 2016","0.5000"
,"December 17, 2016",".."
,"December 18, 2016",".."
,"December 19, 2016","0.5000"
,"December 20, 2016","0.5000"
,"December 21, 2016","0.5000"
,"December 22, 2016","0.5000"
,"December 23, 2016","0.5000"
,"December 24, 2016",".."
,"December 25, 2016",".."
,"December 26, 2016","0.5000"
,"December 27, 2016","0.5000"
,"December 28, 2016","0.5000"
,"December 29, 2016","0.5000"
,"December 30, 2016","0.5000"
,"December 31, 2016",".."
,"January 1, 2017",".."
,"January 2, 2017","0.5000"
,"January 3, 2017","0.5000"
,"January 4, 2017","0.5000"
,"January 5, 2017","0.5000"
,"January 6, 2017","0.5000"
,"January 7, 2017",".."
,"January 8, 2017",".."
,"January 9, 2017","0.5000"
,"January 10, 2017","0.5000"
,"January 11, 2017","0.5000"
,"January 12, 2017","0.5000"
,"January 13, 2017","0.5000"
,"January 14, 2017",".."
,"January 15, 2017",".."
,"January 16, 2017","0.5000"
,"January 17, 2017","0.5000"
,"January 18, 2017","0.5000"
,"January 19, 2017","0.5000"
,"January 20, 2017","0.5000"
,"January 21, 2017",".."
,"January 22, 2017",".."
,"January 23, 2017","0.5000"
,"January 24, 2017","0.5000"
,"January 25, 2017","0.5000"
,"January 26, 2017","0.5000"
,"January 27, 2017","0.5000"
,"January 28, 2017",".."
,"January 29, 2017",".."
,"January 30, 2017","0.5000"
,"January 31, 2017","0.5000"
,"February 1, 2017","0.5000"
,"February 2, 2017","0.5000"
,"February 3, 2017","0.5000"
,"February 4, 2017",".."
,"February 5, 2017",".."
,"February 6, 2017","0.5000"
,"February 7, 2017","0.5000"
,"February 8, 2017","0.5000"
,"February 9, 2017","0.5000"
,"February 10, 2017","0.5000"
,"February 11, 2017",".."
,"February 12, 2017",".."
,"February 13, 2017","0.5000"
,"February 14, 2017","0.5000"
,"February 15, 2017","0.5000"
,"February 16, 2017","0.5000"
,"February 17, 2017","0.5000"
,"February 18, 2017",".."
,"February 19, 2017",".."
,"February 20, 2017","0.5000"
,"February 21, 2017","0.5000"
,"February 22, 2017","0.5000"
,"February 23, 2017","0.5000"
,"February 24, 2017","0.5000"
,"February 25, 2017",".."
,"February 26, 2017",".."
,"February 27, 2017","0.5000"
,"February 28, 2017","0.5000"
,"March 1, 2017","0.5000"
,"March 2, 2017","0.5000"
,"March 3, 2017","0.5000"
,"March 4, 2017",".."
,"March 5, 2017",".."
,"March 6, 2017","0.5000"
,"March 7, 2017","0.5000"
,"March 8, 2017","0.5000"
,"March 9, 2017","0.5000"
,"March 10, 2017","0.5000"
,"March 11, 2017",".."
,"March 12, 2017",".."
,"March 13, 2017","0.5000"
,"March 14, 2017","0.5000"
,"March 15, 2017","0.5000"
,"March 16, 2017","0.5000"
,"March 17, 2017","0.5000"
,"March 18, 2017",".."
,"March 19, 2017",".."
,"March 20, 2017","0.5000"
,"March 21, 2017","0.5000"
,"March 22, 2017","0.5000"
,"March 23, 2017","0.5000"
,"March 24, 2017","0.5000"
,"March 25, 2017",".."
,"March 26, 2017",".."
,"March 27, 2017","0.5000"
,"March 28, 2017","0.5000"
,"March 29, 2017","0.5000"
,"March 30, 2017","0.5000"
,"March 31, 2017","0.5000"
,"April 1, 2017",".."
,"April 2, 2017",".."
,"April 3, 2017","0.5000"
,"April 4, 2017","0.5000"
,"April 5, 2017","0.5000"
,"April 6, 2017","0.5000"
,"April 7, 2017","0.5000"
,"April 8, 2017",".."
,"April 9, 2017",".."
,"April 10, 2017","0.5000"
,"April 11, 2017","0.5000"
,"April 12, 2017","0.5000"
,"April 13, 2017","0.5000"
,"April 14, 2017","0.5000"
,"April 15, 2017",".."
,"April 16, 2017",".."
,"April 17, 2017","0.5000"
,"April 18, 2017","0.5000"
,"April 19, 2017","0.5000"
,"April 20, 2017","0.5000"
,"April 21, 2017","0.5000"
,"April 22, 2017",".."
,"April 23, 2017",".."
,"April 24, 2017","0.5000"
,"April 25, 2017","0.5000"
,"April 26, 2017","0.5000"
,"April 27, 2017","0.5000"
,"April 28, 2017","0.5000"
,"April 29, 2017",".."
,"April 30, 2017",".."
,"May 1, 2017","0.5000"
,"May 2, 2017","0.5000"
,"May 3, 2017","0.5000"
,"May 4, 2017","0.5000"
,"May 5, 2017","0.5000"
,"May 6, 2017",".."
,"May 7, 2017",".."
,"May 8, 2017","0.5000"
,"May 9, 2017","0.5000"
,"May 10, 2017","0.5000"
,"May 11, 2017","0.5000"
,"May 12, 2017","0.5000"
,"May 13, 2017",".."
,"May 14, 2017",".."
,"May 15, 2017","0.5000"
,"May 16, 2017","0.5000"
,"May 17, 2017","0.5000"
,"May 18, 2017","0.5000"
,"May 19, 2017","0.5000"
,"May 20, 2017",".."
,"May 21, 2017",".."
,"May 22, 2017","0.5000"
,"May 23, 2017","0.5000"
,"May 24, 2017","0.5000"
,"May 25, 2017","0.5000"
,"May 26, 2017","0.5000"
,"May 27, 2017",".."
,"May 28, 2017",".."
,"May 29, 2017","0.5000"
